age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,pred_subs,euribor3m,nr.employed
32,admin.,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
44,admin.,divorced,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
41,admin.,married,university.degree,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,yes,4.96,5228.1
30,technician,single,university.degree,no,yes,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
27,blue-collar,single,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.344,5099.1
41,blue-collar,married,basic.4y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
36,blue-collar,married,basic.9y,unknown,yes,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
54,entrepreneur,married,professional.course,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.153,5195.8
30,blue-collar,single,professional.course,no,no,no,Campaign-1,999-Days,1,failure,-1.8,93.876,-40,no,0.668,5008.7
25,student,single,unknown,unknown,yes,no,Campaign-1,999-Days,1,failure,-2.9,92.201,-31.4,no,0.825,5076.2
42,management,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
36,services,divorced,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.291,5099.1
45,admin.,married,university.degree,unknown,yes,no,Campaign-6,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
38,technician,married,university.degree,unknown,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
38,admin.,single,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
34,blue-collar,married,basic.4y,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.967,5228.1
44,admin.,married,basic.9y,unknown,no,no,Campaign-3,999-Days,1,failure,-1.8,92.893,-46.2,no,1.334,5099.1
37,services,single,basic.9y,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.344,5099.1
39,blue-collar,single,basic.9y,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,yes,4.856,5191
57,admin.,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
34,technician,married,professional.course,unknown,yes,no,Campaign-4,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
25,admin.,married,unknown,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
52,admin.,married,high.school,no,yes,no,Campaign-2,999-Days,1,failure,-1.8,93.075,-47.1,no,1.435,5099.1
23,technician,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.266,5099.1
57,technician,married,basic.4y,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
50,admin.,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.021,5195.8
46,technician,married,professional.course,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
43,blue-collar,single,basic.4y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.858,5191
38,management,divorced,university.degree,no,no,no,Campaign-2,999-Days,1,failure,-0.1,93.2,-42,no,4.191,5195.8
53,admin.,single,basic.6y,no,yes,yes,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
35,self-employed,unknown,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
28,services,married,high.school,no,$,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
25,blue-collar,single,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
56,services,divorced,high.school,unknown,no,no,Campaign-5,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
56,technician,married,university.degree,unknown,no,no,Campaign-19,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
33,services,single,high.school,no,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
31,housemaid,single,professional.course,unknown,yes,yes,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
48,admin.,divorced,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.7,94.027,-38.3,yes,0.904,4991.6
45,self-employed,divorced,university.degree,no,yes,yes,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
24,blue-collar,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-3.4,92.431,-26.9,no,0.72,5017.5
33,blue-collar,married,basic.9y,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.291,5099.1
38,admin.,married,high.school,unknown,no,no,Campaign-4,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
48,housemaid,married,basic.4y,unknown,no,yes,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.97,5228.1
28,entrepreneur,married,basic.9y,unknown,no,no,Campaign-5,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.25,5099.1
50,self-employed,married,basic.4y,unknown,unknown,unknown,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
29,admin.,married,university.degree,no,yes,yes,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.958,5228.1
38,blue-collar,married,basic.6y,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
18,student,single,unknown,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.7,94.027,-38.3,no,0.9,4991.6
31,unemployed,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.281,5099.1
34,blue-collar,married,basic.9y,no,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
38,admin.,married,university.degree,no,yes,no,Campaign-9,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
57,admin.,single,high.school,no,yes,no,Campaign-5,12-Days,1,success,-1.8,92.893,-46.2,no,1.244,5099.1
35,technician,divorced,unknown,no,yes,yes,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
77,retired,divorced,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.7,94.027,-38.3,no,0.898,4991.6
29,blue-collar,single,basic.9y,unknown,yes,yes,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
46,management,married,university.degree,no,no,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
21,student,single,high.school,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.7,94.055,-39.8,yes,0.767,4991.6
43,management,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-2.9,92.201,-31.4,no,0.861,5076.2
43,admin.,married,basic.9y,unknown,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
31,technician,married,university.degree,no,no,no,Campaign-2,12-Days,3,failure,-1.1,94.601,-49.5,no,0.982,4963.6
39,student,single,unknown,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
44,technician,single,university.degree,no,no,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
32,services,single,high.school,no,yes,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
43,self-employed,single,high.school,unknown,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
48,services,married,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.1,94.199,-37.5,no,0.881,4963.6
28,blue-collar,single,basic.6y,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
36,blue-collar,married,basic.9y,no,yes,yes,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
52,self-employed,divorced,basic.9y,no,yes,no,Campaign-5,999-Days,1,failure,-0.1,93.2,-42,no,4.076,5195.8
34,services,single,high.school,no,yes,no,Campaign-3,999-Days,1,failure,-1.8,92.893,-46.2,no,1.327,5099.1
37,admin.,married,high.school,no,yes,no,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
25,admin.,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
48,technician,divorced,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.968,5228.1
36,self-employed,single,professional.course,no,yes,no,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
27,technician,single,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
34,blue-collar,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
42,services,married,high.school,no,yes,yes,Campaign-1,999-Days,1,failure,-1.8,93.075,-47.1,no,1.405,5099.1
37,blue-collar,married,basic.9y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
41,blue-collar,married,basic.9y,unknown,no,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.866,5228.1
51,blue-collar,married,basic.9y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.153,5195.8
27,admin.,married,high.school,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.968,5228.1
35,admin.,single,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.957,5228.1
31,services,divorced,high.school,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.191,5195.8
31,blue-collar,single,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.1,94.199,-37.5,no,0.879,4963.6
31,blue-collar,married,basic.9y,no,no,no,Campaign-6,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
64,unknown,married,unknown,no,yes,no,Campaign-4,999-Days,0,nonexistent,-1.7,94.027,-38.3,yes,0.905,4991.6
33,management,married,university.degree,no,yes,no,Campaign-6,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.344,5099.1
41,blue-collar,married,basic.4y,unknown,yes,no,Campaign-2,999-Days,1,failure,-1.8,93.075,-47.1,no,1.405,5099.1
34,admin.,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
41,admin.,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
36,blue-collar,married,basic.6y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
59,retired,married,professional.course,unknown,yes,no,Campaign-8,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
56,management,married,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,yes,4.864,5228.1
59,retired,married,professional.course,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
32,admin.,single,university.degree,no,unknown,unknown,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.021,5195.8
40,technician,married,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
38,admin.,married,university.degree,no,yes,no,Campaign-1,3-Days,3,success,-3.4,92.649,-30.1,yes,0.715,5017.5
34,admin.,married,professional.course,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
41,unknown,married,unknown,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.97,5228.1
33,admin.,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
31,technician,single,high.school,no,yes,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.967,5228.1
29,blue-collar,divorced,basic.9y,no,yes,no,Campaign-4,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
38,admin.,single,basic.9y,unknown,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.962,5228.1
24,admin.,single,high.school,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.843,-50,yes,1.602,5099.1
34,admin.,single,basic.6y,no,no,no,Campaign-11,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.327,5099.1
27,admin.,married,high.school,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.266,5099.1
32,blue-collar,married,high.school,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.313,5099.1
49,admin.,married,high.school,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
36,technician,divorced,basic.9y,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
46,blue-collar,single,basic.9y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
47,services,divorced,high.school,no,yes,$,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
37,services,married,high.school,unknown,yes,yes,Campaign-3,999-Days,0,%,1.1,93.994,-36.4,no,4.86,5191
31,services,married,high.school,no,unknown,unknown,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.327,5099.1
36,technician,married,university.degree,no,yes,yes,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
30,technician,single,university.degree,no,yes,no,Campaign-2,15-Days,4,failure,-1.1,94.199,-37.5,yes,0.879,4963.6
32,entrepreneur,married,high.school,no,yes,no,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.12,5195.8
54,management,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.26,5076.2
51,blue-collar,married,basic.9y,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,yes,4.855,5191
28,technician,divorced,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
54,management,married,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,yes,1.264,5099.1
31,admin.,married,high.school,unknown,yes,no,Campaign-13,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
57,admin.,married,basic.6y,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.259,5099.1
49,unemployed,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.268,5076.2
45,blue-collar,married,basic.6y,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
33,management,married,university.degree,unknown,yes,yes,Campaign-8,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.423,5099.1
53,services,married,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.25,5099.1
26,student,single,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.843,-50,yes,1.811,5099.1
31,technician,married,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
32,blue-collar,married,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
29,technician,married,high.school,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
31,technician,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
29,student,single,unknown,no,no,no,Campaign-4,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.299,5099.1
49,blue-collar,married,basic.9y,unknown,no,yes,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
26,admin.,single,university.degree,no,yes,yes,Campaign-7,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.291,5099.1
43,blue-collar,married,unknown,unknown,no,yes,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
56,retired,married,basic.9y,no,yes,yes,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
29,admin.,single,university.degree,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.968,5228.1
31,technician,married,basic.9y,no,yes,no,Campaign-5,999-Days,1,failure,-0.1,93.2,-42,no,4.12,5195.8
50,blue-collar,married,basic.9y,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
37,technician,married,professional.course,no,yes,no,Campaign-6,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.955,5228.1
42,blue-collar,married,basic.4y,unknown,yes,yes,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
30,services,married,basic.9y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.191,5195.8
25,blue-collar,married,basic.6y,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
35,self-employed,single,university.degree,no,no,yes,Campaign-1,3-Days,1,Q998,-0.1,93.2,-42,no,4.12,5195.8
37,entrepreneur,married,high.school,unknown,no,no,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.076,5195.8
30,entrepreneur,married,high.school,no,yes,no,Campaign-3,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
33,blue-collar,married,basic.6y,unknown,yes,yes,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,yes,4.855,5191
36,technician,married,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
46,services,married,high.school,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
51,unemployed,married,basic.6y,no,no,no,Campaign-2,999-Days,1,failure,-2.9,92.963,-40.8,yes,1.26,5076.2
33,technician,single,professional.course,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,yes,4.966,5228.1
26,entrepreneur,married,unknown,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
40,blue-collar,divorced,high.school,unknown,no,no,Campaign-6,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
25,blue-collar,single,high.school,no,no,no,Campaign-3,999-Days,0,nonexistent,-1.8,92.893,-46.2,yes,1.25,5099.1
38,management,married,basic.9y,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,yes,4.855,5191
54,admin.,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,yes,1.264,5099.1
50,admin.,married,basic.6y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
36,management,married,university.degree,no,yes,no,Campaign-6,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.354,5099.1
43,admin.,single,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
57,management,divorced,university.degree,unknown,no,no,Campaign-2,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
38,blue-collar,married,basic.4y,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.334,5099.1
27,admin.,single,high.school,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
35,management,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
28,technician,single,high.school,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
57,admin.,married,university.degree,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
40,blue-collar,married,basic.4y,unknown,no,no,Campaign-5,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
43,blue-collar,married,basic.6y,no,no,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
34,technician,divorced,professional.course,no,yes,no,Campaign-1,999-Days,1,failure,-1.8,93.075,-47.1,no,1.405,5099.1
67,retired,married,unknown,no,no,no,Campaign-2,999-Days,0,nonexistent,-3.4,92.431,-26.9,no,0.722,5017.5
48,admin.,divorced,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.191,5195.8
35,admin.,single,high.school,no,yes,yes,Campaign-4,999-Days,1,failure,-1.8,92.893,-46.2,no,1.291,5099.1
27,admin.,single,university.degree,no,no,no,Campaign-1,1-Days,1,success,-1.8,92.893,-46.2,no,1.299,5099.1
25,admin.,single,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
42,technician,married,professional.course,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.266,5099.1
47,admin.,divorced,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
49,entrepreneur,married,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.021,5195.8
36,admin.,single,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,yes,1.291,5099.1
35,technician,married,professional.course,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
29,blue-collar,married,basic.4y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.191,5195.8
45,technician,married,professional.course,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.967,5228.1
53,blue-collar,married,basic.6y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
41,admin.,married,university.degree,no,no,yes,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
50,management,married,high.school,unknown,no,no,Campaign-17,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
31,management,married,basic.9y,no,no,yes,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.858,5191
46,services,married,high.school,no,no,no,Campaign-3,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
36,blue-collar,married,high.school,unknown,no,no,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.858,5191
43,blue-collar,single,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.866,5228.1
48,entrepreneur,married,basic.9y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
31,services,married,high.school,no,unknown,unknown,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.327,5099.1
21,services,single,high.school,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.435,5099.1
56,services,married,high.school,unknown,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.25,5099.1
54,management,married,basic.6y,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.962,5228.1
44,services,married,high.school,unknown,no,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.153,5195.8
31,unemployed,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
50,admin.,married,university.degree,no,no,no,Campaign-2,999-Days,1,failure,-2.9,92.201,-31.4,yes,0.859,5076.2
48,admin.,married,university.degree,no,yes,yes,Campaign-1,0-Days,3,success,-1.7,94.027,-38.3,yes,0.9,4991.6
26,self-employed,single,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.244,5076.2
37,services,single,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
37,unemployed,unknown,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.262,5076.2
50,services,married,unknown,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
47,admin.,married,university.degree,no,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
41,blue-collar,single,basic.9y,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
32,blue-collar,single,basic.9y,no,yes,no,Campaign-17,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
38,services,married,basic.9y,no,no,yes,Campaign-2,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.224,5076.2
48,technician,married,professional.course,no,no,no,Campaign-1,999-Days,1,failure,-1.7,94.215,-40.3,no,0.876,4991.6
46,blue-collar,married,basic.4y,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
48,self-employed,married,basic.9y,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
38,unknown,divorced,high.school,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
38,admin.,married,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
55,retired,married,basic.4y,unknown,no,yes,Campaign-4,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
27,admin.,married,high.school,no,yes,yes,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
28,services,married,high.school,no,yes,no,Campaign-3,999-Days,2,failure,-1.1,94.767,-50.8,no,1.048,4963.6
29,blue-collar,single,basic.9y,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
47,services,divorced,basic.4y,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
34,student,single,basic.4y,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
51,services,divorced,high.school,unknown,no,no,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.344,5099.1
40,admin.,divorced,university.degree,no,yes,yes,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.967,5228.1
38,admin.,married,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
